code,term
1024591000000101,Review of emergency health care plan
1024601000000107,Emergency health care plan reviewed 
1025611000000105,End of life care plan offered
1025621000000104,End of life care plan offered 
1033761000000101,Has end of life care plan
1046711000000106,Emergency health care planning
1050581000000105,Review of end of life advance care plan
1050701000000108,Has end of life care plan
1064391000000100,Multi-agency action plan
1064401000000102,Vulnerable adult care plan
1089601000000103,Resuscitation plan
1089611000000101,Paediatric resuscitation plan
109011000000104,Review of care plan
1092351000000103,Care Programme Approach care plan
1092361000000100,Care Programme Approach care planning
1093971000000100,Prevention of delirium care plan
1095081000000100,End of life advance care plan
1095101000000106,Offer of dementia advance care planning review declined
1095111000000108,Review of dementia advance care plan
1095121000000102,Dementia advance care plan agreed
1095131000000100,Offer of end of life advance care plan review
1095151000000107,Has end of life advance care plan
1095161000000105,End of life advance care plan review declined
1095591000000106,Surgical care plan
1095851000000100,Advance care plan agreed
1103771000000105,Advance care planning review offered
1107891000000106,Has Recommended Summary Plan for Emergency Care and Treatment
1137426009,Able to participate in care planning
1148161000000104,Review of dementia care plan
1148840002,Family able to participate in care planning
1187911000000105,Personalised Care and Support Plan agreed
1187921000000104,Review of Personalised Care and Support Plan
1228801000000107,Transplant surgery care plan
1256111004,Coordination of care of subject with caregiver
1280001000000105,Thoracic surgery care plan
1290241000000100,Respiratory physiology care plan
1290251000000102,Renal medicine care plan
1310771000000105,Rare disease care plan
1331271000000102,Stroke medicine care plan
133891005,Care planning session
1362301000000101,Acute internal medicine care plan
1362351000000100,Emergency medicine care plan
1362441000000109,Endocrine surgery care plan
1362481000000101,Medical oncology care plan
1362791000000109,Vascular physiology care plan
1363591000000107,Neurology care plan
1363611000000104,Neurosurgical care plan
1363621000000105,Nuclear medicine care plan
1363641000000103,Oral and maxillofacial surgery care plan
1363651000000100,Orthogeriatric medicine care plan
1364041000000106,Paediatric palliative medicine care plan
1364051000000109,Palliative medicine care plan
1364521000000106,Trigger factor to activate care plan
1403201000000108,Transient ischaemic attack care plan
1465221000000102,Future care plan
163151000000101,Care plans - care record element
185551000000106,Single assessment process summary care plan completed
188091000000103,Agreement of care plan
188851000000100,Single assessment process summary care plan completed
191591000000101,Agreement of care plan
192351000000107,Single assessment process summary care plan completed
192961000000106,Single Assessment Process care plan
196121000000104,Palliative care plan review
202251000000104,Heart failure care plan discussed with patient
208091000000104,Heart failure care plan discussed with patient
208101000000107,Heart failure care plan discussed with patient
217701000000105,Palliative care plan review
217711000000107,Palliative care plan review
278448002,Care plan
280151000000107,Carer holds patient care plan
280161000000105,Carer holds patient care plan 
280171000000103,Carer holds patient care plan 
288832002,Care Program Approach care plan
288833007,Care Program Approach care planning
288834001,Agreeing on care plan
